JOBCODE,SERVDATE,MCCODE,SERVCODE,ATDATE,PDATE,REMARK,WorkDone,jobstatus
2135,20/11/2008,32,73,18/11/2008,05/11/2008, ,FINISH,F
2139,18/11/2008,72,139,18/11/2008,05/11/2008, ,FINISH,F
2140,18/11/2008,23,75,19/11/2008,08/11/2008, ,FINISH,F
2136,19/11/2008,19,74,19/11/2008,08/11/2008, ,FINISH,F
2133,27/11/2008,9,71,30/11/2008,08/11/2008, ,FINISH,F
2134,18/11/2008,28,73,18/11/2008,05/11/2008, ,FINISH,F
2147,24/11/2008,24,75,22/11/2008,09/11/2008, ,FINISH,F
2148,20/11/2008,68,100,20/11/2008,06/11/2008, ,FINISH,F
2144,24/11/2008,21,74,23/11/2008,09/11/2008, ,FINISH,F
2154,28/11/2008,10,71,30/11/2008,10/11/2008, ,FINISH,F
2158,23/11/2008,20,74,23/11/2008,10/11/2008, ,FINISH,F
2157,22/11/2008,34,73,20/11/2008,07/11/2008, ,FINISH,F
2156,21/11/2008,33,73,20/11/2008,07/11/2008, ,FINISH,F
2160,25/11/2008,27,105,21/11/2008,07/11/2008, ,FINISH,F
2159,24/11/2008,22,74,24/11/2008,10/11/2008, ,FINISH,F
2152,26/11/2008,7,71,24/11/2008,10/11/2008, ,FINISH,F
2155,28/11/2008,11,71,29/11/2008,10/11/2008, ,FINISH,F
2153,27/11/2008,8,71,25/11/2008,10/11/2008, ,FINISH,F
2163,28/11/2008,12,71,30/11/2008,11/11/2008, ,FINISH,F
2162,23/11/2008,1,72,24/11/2008,08/11/2008, ,FINISH,F
2166,25/11/2008,25,75,28/11/2008,11/11/2008, ,FINISH,F
2167,26/11/2008,26,105,22/11/2008,08/11/2008, ,FINISH,F
2173,23/11/2008,69,154,27/11/2008,09/11/2008, ,FINISH,F
2172,24/11/2008,39,76,23/11/2008,04/11/2008, ,FINISH,F
2171,25/11/2008,2,79,25/11/2008,09/11/2008, ,FINISH,F
2176,26/11/2008,3,78,29/11/2008,10/11/2008, ,FINISH,F
2186,26/11/2008,74,37,,11/11/2008,,,P
2183,27/11/2008,4,77,30/11/2008,11/11/2008, ,FINISH,F
2184,26/11/2008,31,73,25/11/2008,11/11/2008, ,FINISH,F
2189,30/11/2008,13,71,01/12/2008,15/11/2008, ,FINISH,F
3603,30/04/2009,105,44,21/04/2009,30/01/2009, ,FINISH,F
3601,30/04/2009,97,72,30/04/2009,15/04/2009, ,FINISH,F
3605,01/05/2009,22,50,24/04/2009,01/05/2008, ,FINISH,F
3608,01/05/2009,36,25,31/05/2009,01/05/2007, ,FINISH,F
3610,01/05/2009,23,56,10/05/2009,01/05/2008, ,FINISH,F
3606,01/05/2009,92,50,07/05/2009,01/05/2008, ,FINISH,F
3609,22/05/2009,36,90,23/06/2009,01/02/2009, ,FINISH,F
3607,27/10/2009,92,46,27/04/2009,01/11/2008, ,FINISH,F
3615,02/05/2009,28,73,02/05/2009,17/04/2009, ,FINISH,F
3618,23/06/2009,79,80,24/05/2009,02/04/2009, ,FINISH,F
3619,02/05/2009,67,100,02/05/2009,17/04/2009,M/C STOP,,F
3614,02/05/2009,96,17,02/05/2009,18/03/2009, ,FINISH,F
3617,02/05/2009,38,76,26/05/2009,12/04/2009, ,FINISH,F
3616,03/05/2009,106,74,02/05/2009,20/04/2009, ,FINISH,F
3611,02/05/2009,100,94,09/05/2009,02/04/2009, ,FINISH,F
3612,02/05/2009,100,111,09/05/2009,02/04/2009, ,FINISH,F
3613,02/05/2009,18,71,02/05/2009,20/04/2009, ,FINISH,F
3625,03/05/2009,95,17,03/05/2009,19/03/2009, ,FINISH,F
3627,06/06/2009,53,80,02/06/2009,03/04/2009, ,FINISH,F
3626,03/05/2009,30,73,06/05/2009,18/04/2009, ,FINISH,F
3629,03/05/2009,25,75,04/05/2009,21/04/2009, ,FINISH,F
3620,19/06/2009,45,111,20/05/2009,03/04/2009, ,FINISH,F
3621,03/05/2009,50,124,15/06/2009,03/05/2008, ,FINISH,F
3622,03/05/2009,1,1,03/05/2009,03/11/2008,M/C STOP,,F
3628,11/05/2009,108,70,11/05/2009,18/04/2009, ,FINISH,F
3623,03/05/2009,2,1,03/05/2009,03/11/2008,M/C STOP,,F
3624,03/05/2009,3,1,03/05/2009,03/11/2008, ,FINISH,F
3638,04/05/2009,20,74,06/05/2009,22/04/2009, ,FINISH,F
3636,04/05/2009,84,6,11/05/2009,04/02/2009, ,FINISH,F
3637,04/05/2009,85,6,28/05/2009,04/02/2009, ,FINISH,F
3641,04/05/2009,37,20,13/06/2009,04/02/2009, ,FINISH,F
3640,17/06/2009,37,21,13/06/2009,04/04/2009, ,FINISH,F
3642,04/05/2009,39,19,28/05/2009,04/11/2008, ,FINISH,F
3631,03/08/2009,46,113,03/05/2009,04/02/2009, ,FINISH,F
3632,03/08/2009,46,112,03/05/2009,04/02/2009, ,FINISH,F
3635,04/05/2009,90,94,25/05/2009,04/04/2009, ,FINISH,F
3634,17/06/2009,50,111,18/05/2009,04/04/2009, ,FINISH,F
3639,05/05/2009,107,74,07/05/2009,22/04/2009, ,FINISH,F
3654,06/06/2009,70,138,09/07/2009,20/04/2009, ,FINISH,F
3653,09/06/2009,72,139,22/05/2009,20/04/2009, ,FINISH,F
3652,31/05/2009,71,139,03/06/2009,20/04/2009, ,FINISH,F
3645,05/05/2009,82,6,20/06/2009,05/02/2009, ,FINISH,F
3648,05/05/2009,85,17,05/05/2009,21/03/2009, ,FINISH,F
3649,05/05/2009,94,71,06/05/2009,23/04/2009, ,FINISH,F
8765,02/05/2010,99,160,07/05/2010,02/04/2010, ,FINISH,F
3644,13/05/2009,87,78,13/05/2009,20/04/2009, ,FINISH,F
3655,16/06/2009,66,100,01/06/2009,20/04/2009, ,FINISH,F
3651,05/05/2009,31,73,07/05/2009,20/04/2009, ,FINISH,F
3643,25/06/2009,48,111,26/05/2009,05/04/2009, ,FINISH,F
3646,05/05/2009,83,6,19/05/2009,05/02/2009, ,FINISH,F
3647,05/05/2009,84,17,05/05/2009,21/03/2009, ,FINISH,F
3650,20/05/2009,96,71,28/05/2009,23/04/2009, ,FINISH,F
3665,09/05/2009,12,71,13/05/2009,24/04/2009, ,FINISH,F
3662,06/05/2009,7,71,09/05/2009,24/04/2009, ,FINISH,F
3673,06/05/2009,105,75,04/05/2009,24/04/2009, ,FINISH,F
3663,06/05/2009,8,9,26/06/2009,06/08/2008, ,FINISH,F
3666,06/05/2009,14,14,14/06/2009,06/08/2008, ,FINISH,F
3656,20/08/2009,45,113,20/05/2009,06/02/2009, ,FINISH,F
3659,06/05/2009,45,121,06/11/2008,06/11/2008, ,FINISH,F
3658,20/08/2009,45,112,20/05/2009,06/02/2009, ,FINISH,F
3670,06/05/2009,32,73,08/05/2009,21/04/2009, ,FINISH,F
3664,06/05/2009,8,71,09/05/2009,24/04/2009, ,FINISH,F
3657,06/05/2009,45,116,06/11/2008,06/11/2008, ,FINISH,F
3671,06/05/2009,22,74,07/05/2009,24/04/2009, ,FINISH,F
3672,06/05/2009,38,21,26/05/2009,06/04/2009, ,FINISH,F
3669,05/05/2009,95,71,07/05/2009,24/04/2009, ,FINISH,F
3667,06/05/2009,82,17,02/05/2009,22/03/2009, ,FINISH,F
3668,06/05/2009,83,17,04/05/2009,22/03/2009, ,FINISH,F
456,17/05/2008,19,74,16/05/2008,05/05/2008, ,FINISH,F
455,18/05/2008,30,73,16/05/2008,02/05/2008, ,FINISH,F
457,18/05/2008,72,139,20/05/2008,02/05/2008, ,FINISH,F
462,17/05/2008,69,154,19/05/2008,03/05/2008, ,FINISH,F
460,18/05/2008,33,73,19/05/2008,03/05/2008, ,FINISH,F
557,23/05/2008,50,111,26/05/2008,04/05/2008, ,FINISH,F
564,02/05/2008,25,88,01/05/2008,17/04/2008, ,FINISH,F
563,02/05/2008,24,88,07/05/2008,17/04/2008, ,FINISH,F
562,02/05/2008,23,88,07/05/2008,17/04/2008, ,FINISH,F
561,02/05/2008,22,89,07/05/2008,17/04/2008, ,FINISH,F
560,02/05/2008,21,89,07/05/2008,17/04/2008, ,FINISH,F
559,02/05/2008,20,89,07/05/2008,17/04/2008, ,FINISH,F
558,02/05/2008,19,89,07/05/2008,17/04/2008, ,FINISH,F
565,15/04/2008,29,92,15/04/2008,15/02/2008, ,FINISH,F
566,01/05/2008,47,94,01/05/2008,01/04/2008, ,FINISH,F
567,04/05/2008,43,96,23/06/2008,04/08/2007, ,FINISH,F
568,08/05/2008,48,94,07/05/2008,08/04/2008, ,FINISH,F
8766,02/05/2010,99,94,07/05/2010,02/04/2010, ,FINISH,F
8764,02/05/2010,47,112,05/05/2010,02/02/2010, ,FINISH,F
591,26/05/2008,50,94,26/05/2008,26/04/2008, ,FINISH,F
592,28/05/2008,42,97,05/06/2008,28/05/2007, ,FINISH,F
593,28/05/2008,49,94,28/05/2008,28/04/2008, ,FINISH,F
594,29/05/2008,51,97,24/06/2008,29/05/2007, ,FINISH,F
595,30/05/2008,46,94,30/05/2008,30/04/2008, ,FINISH,F
23,07/03/2008,12,6,04/04/2008,07/12/2007, ,FINISH,F
28,28/03/2008,11,13,02/06/2008,28/03/2006, ,FINISH,F
24,28/03/2008,10,10,17/04/2008,28/03/2006, ,FINISH,F
25,28/03/2008,10,12,17/04/2008,28/03/2006, ,FINISH,F
26,28/03/2008,10,11,17/04/2008,28/03/2006, ,FINISH,F
27,28/03/2008,10,13,26/04/2008,28/03/2006, ,FINISH,F
29,28/03/2008,11,10,02/06/2008,28/03/2006, ,FINISH,F
30,28/03/2008,11,12,02/06/2008,28/03/2006, ,FINISH,F
31,28/03/2008,11,11,02/06/2008,28/03/2006, ,FINISH,F
32,02/04/2008,11,6,21/05/2008,02/01/2008, ,FINISH,F
33,04/04/2008,1,72,07/04/2008,20/03/2008, ,FINISH,F
34,05/04/2008,2,72,08/04/2008,21/03/2008, ,FINISH,F
36,05/04/2008,10,71,02/04/2008,24/03/2008, ,FINISH,F
37,05/04/2008,11,71,03/04/2008,24/03/2008, ,FINISH,F
35,05/04/2008,3,72,09/04/2008,21/03/2008, ,FINISH,F
39,06/04/2008,13,71,05/04/2008,25/03/2008, ,FINISH,F
38,06/04/2008,12,71,04/04/2008,25/03/2008, ,FINISH,F
40,07/04/2008,14,71,07/04/2008,26/03/2008, ,FINISH,F
41,07/04/2008,15,71,08/04/2008,26/03/2008, ,FINISH,F
42,08/04/2008,12,8,16/04/2008,08/10/2007, ,FINISH,F
43,08/04/2008,16,71,09/04/2008,27/03/2008, ,FINISH,F
44,09/04/2008,4,72,10/04/2008,25/03/2008, ,FINISH,F
45,09/04/2008,10,6,17/04/2008,09/01/2008, ,FINISH,F
46,09/04/2008,17,71,10/04/2008,28/03/2008, ,FINISH,F
47,10/04/2008,18,71,11/04/2008,29/03/2008, ,FINISH,F
48,11/04/2008,16,8,20/02/2008,11/10/2007, ,FINISH,F
49,11/04/2008,5,70,11/04/2008,27/03/2008, ,FINISH,F
50,12/04/2008,10,16,02/04/2008,12/04/2007, ,FINISH,F
51,12/04/2008,12,16,04/04/2008,12/04/2007, ,FINISH,F
52,13/04/2008,9,71,14/04/2008,02/04/2008, ,FINISH,F
53,16/04/2008,16,6,09/04/2008,16/01/2008, ,FINISH,F
54,14/04/2008,10,71,17/04/2008,05/04/2008, ,FINISH,F
55,15/04/2008,11,71,18/04/2008,05/04/2008, ,FINISH,F
56,16/04/2008,12,71,18/04/2008,06/04/2008, ,FINISH,F
57,17/04/2008,13,71,19/04/2008,06/04/2008, ,FINISH,F
59,19/04/2008,14,71,19/04/2008,07/04/2008, ,FINISH,F
60,20/04/2008,15,71,21/04/2008,07/04/2008, ,FINISH,F
61,19/04/2008,16,9,09/04/2008,19/07/2007, ,FINISH,F
58,22/04/2008,1,72,22/04/2008,04/04/2008, ,FINISH,F
62,23/04/2008,2,72,23/04/2008,05/04/2008, ,FINISH,F
63,24/04/2008,3,72,24/04/2008,05/04/2008, ,FINISH,F
64,21/04/2008,16,71,22/04/2008,08/04/2008, ,FINISH,F
69,25/04/2008,17,7,10/04/2008,25/10/2007, ,FINISH,F
68,25/04/2008,17,8,21/02/2008,25/10/2007, ,FINISH,F
71,26/04/2008,10,9,17/04/2008,26/07/2007, ,FINISH,F
73,28/04/2008,12,9,28/04/2008,28/07/2007, ,FINISH,F
65,22/04/2008,17,71,23/04/2008,09/04/2008, ,FINISH,F
66,23/04/2008,18,71,22/04/2008,10/04/2008, ,FINISH,F
67,25/04/2008,4,72,25/04/2008,09/04/2008, ,FINISH,F
72,26/04/2008,5,70,26/04/2008,11/04/2008, ,FINISH,F
70,26/04/2008,9,71,25/04/2008,14/04/2008, ,FINISH,F
75,30/04/2008,11,71,26/04/2008,17/04/2008, ,FINISH,F
74,29/04/2008,10,71,26/04/2008,17/04/2008, ,FINISH,F
77,01/05/2008,13,71,29/04/2008,18/04/2008, ,FINISH,F
76,30/04/2008,12,71,28/04/2008,18/04/2008, ,FINISH,F
86,07/04/2008,41,112,16/04/2008,07/01/2008, ,FINISH,F
85,07/04/2008,41,113,16/04/2008,07/01/2008, ,FINISH,F
87,08/04/2008,42,114,15/05/2008,08/10/2007, ,FINISH,F
8767,03/05/2010,46,96,06/05/2010,03/08/2009, ,FINISH,F
8770,03/05/2010,99,161,07/05/2010,03/02/2010, ,FINISH,F
8769,03/05/2010,47,111,05/05/2010,03/04/2010, ,FINISH,F
8768,03/05/2010,47,94,05/05/2010,03/04/2010, ,FINISH,F
8773,04/05/2010,111,161,08/05/2010,04/02/2010, ,FINISH,F
8771,04/05/2010,100,117,10/05/2010,04/09/2009, ,FINISH,F
8772,04/05/2010,111,113,08/05/2010,04/02/2010, ,FINISH,F
596,04/06/2008,35,76,06/06/2008,25/04/2008, ,FINISH,F
598,31/05/2008,24,75,02/06/2008,19/05/2008, ,FINISH,F
597,31/05/2008,30,73,02/06/2008,16/05/2008, ,FINISH,F
600,01/06/2008,47,94,03/06/2008,01/05/2008, ,FINISH,F
601,01/06/2008,49,116,11/06/2008,01/06/2007, ,FINISH,F
599,01/06/2008,43,111,02/06/2008,12/05/2008, ,FINISH,F
602,02/06/2008,44,111,03/06/2008,13/05/2008, ,FINISH,F
604,03/06/2008,47,115,17/08/2009,03/12/2007, ,FINISH,F
605,03/06/2008,47,118,18/06/2008,03/10/2007, ,FINISH,F
606,03/06/2008,51,111,04/06/2008,14/05/2008, ,FINISH,F
609,04/06/2008,41,124,21/06/2008,04/06/2007, ,FINISH,F
610,04/06/2008,42,111,05/06/2008,15/05/2008, ,FINISH,F
607,04/06/2008,40,97,16/06/2008,04/06/2007, ,FINISH,F
608,04/06/2008,40,115,12/06/2008,04/12/2007, ,FINISH,F
614,05/06/2008,45,121,19/06/2008,05/06/2007, ,FINISH,F
612,05/06/2008,45,124,10/06/2008,05/06/2007, ,FINISH,F
611,05/06/2008,40,111,12/06/2008,16/05/2008, ,FINISH,F
613,05/06/2008,45,119,10/06/2008,05/06/2007, ,FINISH,F
616,06/06/2008,49,111,11/06/2008,17/05/2008, ,FINISH,F
615,06/06/2008,44,117,20/06/2008,06/10/2007, ,FINISH,F
618,07/06/2008,48,94,09/06/2008,07/05/2008, ,FINISH,F
617,07/06/2008,46,119,09/06/2008,07/06/2007, ,FINISH,F
619,07/06/2008,52,97,19/06/2008,07/06/2007, ,FINISH,F
620,08/06/2008,42,117,25/06/2008,08/10/2007, ,FINISH,F
621,08/06/2008,48,112,17/06/2008,08/03/2008, ,FINISH,F
622,08/06/2008,52,111,14/06/2008,19/05/2008, ,FINISH,F
90,03/04/2008,47,114,09/05/2008,03/10/2007, ,FINISH,F
91,05/04/2008,45,113,12/04/2008,05/01/2008, ,FINISH,F
93,08/04/2008,48,113,07/05/2008,08/01/2008, ,FINISH,F
94,11/04/2008,47,113,21/04/2008,11/01/2008, ,FINISH,F
96,02/04/2008,52,113,10/04/2008,02/01/2008, ,FINISH,F
98,04/04/2008,50,112,14/04/2008,04/01/2008, ,FINISH,F
97,04/04/2008,50,113,14/04/2008,04/01/2008, ,FINISH,F
99,06/04/2008,51,118,09/04/2008,06/08/2007, ,FINISH,F
100,01/03/2008,37,21,20/04/2008,01/02/2008, ,FINISH,F
101,06/03/2008,35,21,05/04/2008,06/02/2008, ,FINISH,F
103,29/03/2008,36,30,21/05/2008,29/03/2006, ,FINISH,F
105,02/04/2008,37,76,02/04/2008,13/03/2008, ,FINISH,F
106,03/04/2008,35,76,05/04/2008,14/03/2008, ,FINISH,F
108,06/04/2008,38,21,10/04/2008,06/03/2008, ,FINISH,F
109,07/04/2008,39,18,15/04/2008,07/01/2008, ,FINISH,F
112,08/04/2008,39,21,15/04/2008,08/03/2008, ,FINISH,F
111,08/04/2008,36,76,09/04/2008,19/03/2008, ,FINISH,F
569,09/05/2008,26,91,20/05/2008,09/02/2008, ,FINISH,F
570,12/05/2008,45,94,10/05/2008,12/04/2008, ,FINISH,F
8775,05/05/2010,46,113,06/05/2010,05/02/2010, ,FINISH,F
8777,05/05/2010,111,160,08/05/2010,05/04/2010, ,FINISH,F
8774,05/05/2010,40,119,15/05/2010,05/05/2009, ,FINISH,F
104,20/05/2008,37,21,02/04/2008,01/03/2008, ,FINISH,F
107,05/05/2008,35,21,05/04/2008,06/03/2008, ,FINISH,F
113,30/09/2007,23,58,30/09/2007,30/03/2006, ,,F
114,26/11/2007,24,58,26/11/2007,26/05/2006, ,,F
115,07/02/2008,25,58,07/02/2008,07/08/2006, ,,F
116,30/03/2008,23,63,05/06/2008,30/03/2006, ,FINISH,F
117,01/04/2008,24,75,01/04/2008,20/03/2008, ,FINISH,F
118,04/04/2008,24,47,01/04/2008,04/10/2007, ,FINISH,F
119,05/04/2008,25,75,07/04/2008,24/03/2008, ,FINISH,F
120,08/04/2008,23,75,09/04/2008,27/03/2008, ,FINISH,F
121,10/04/2007,21,74,10/04/2007,29/03/2007, ,,F
151,29/03/2008,26,110,09/05/2008,29/03/2006, ,FINISH,F
152,01/04/2008,19,74,01/04/2008,20/03/2008, ,FINISH,F
154,05/04/2008,27,105,03/04/2008,21/03/2008, ,FINISH,F
155,06/04/2008,20,74,04/04/2008,25/03/2008, ,FINISH,F
156,07/04/2008,22,74,07/04/2008,26/03/2008, ,FINISH,F
157,09/04/2008,26,105,08/04/2008,25/03/2008, ,FINISH,F
122,22/04/2007,21,74,22/04/2007,10/04/2007, ,,F
123,04/05/2007,21,74,04/05/2007,22/04/2007, ,,F
124,16/05/2007,21,74,16/05/2007,04/05/2007, ,,F
125,28/05/2007,21,74,28/05/2007,16/05/2007, ,,F
126,09/06/2007,21,74,09/06/2007,28/05/2007, ,,F
4003,02/06/2009,28,73,07/06/2009,18/05/2009, ,FINISH,F
4002,02/06/2009,28,36,07/06/2009,02/06/2007, ,FINISH,F
3997,26/06/2009,48,94,26/06/2009,02/05/2009, ,FINISH,F
4005,02/06/2009,20,43,29/05/2009,02/03/2009, ,FINISH,F
4015,03/06/2009,47,125,21/07/2009,03/12/2007, ,FINISH,F
4018,03/06/2009,30,73,12/06/2009,19/05/2009, ,FINISH,F
4010,03/06/2009,44,97,16/06/2009,03/06/2008, ,FINISH,F
4020,14/06/2009,23,75,27/05/2009,22/05/2009, ,FINISH,F
4014,05/11/2010,47,115,17/08/2009,03/12/2008, ,FINISH,F
4009,03/06/2009,44,119,16/06/2009,03/06/2008, ,FINISH,F
4012,03/06/2009,47,97,02/02/2010,03/06/2008, ,FINISH,F
4011,03/06/2009,44,124,16/06/2009,03/06/2008, ,FINISH,F
4013,17/05/2010,47,96,17/08/2009,03/09/2008, ,FINISH,F
4019,17/06/2009,104,73,02/06/2009,19/05/2009, ,FINISH,F
4017,03/06/2009,29,35,11/07/2009,03/03/2009, ,FINISH,F
4016,17/06/2009,50,111,15/06/2009,04/05/2009, ,FINISH,F
4025,04/06/2009,30,38,12/06/2009,04/12/2007, ,FINISH,F
4024,04/06/2009,30,35,12/06/2009,04/03/2009, ,FINISH,F
4027,31/05/2009,105,88,16/06/2009,20/05/2009, ,FINISH,F
4021,06/05/2010,40,96,06/08/2009,04/09/2008, ,FINISH,F
4023,04/06/2009,90,94,24/06/2009,04/05/2009, ,FINISH,F
4022,25/06/2009,48,111,26/06/2009,05/05/2009, ,FINISH,F
4026,04/06/2009,35,26,10/06/2009,04/10/2008, ,FINISH,F
623,09/06/2008,40,117,12/06/2008,09/10/2007, ,FINISH,F
625,09/06/2008,48,124,17/06/2008,09/06/2007, ,FINISH,F
624,09/06/2008,46,111,09/06/2008,20/05/2008, ,FINISH,F
626,09/06/2008,48,116,07/07/2008,09/06/2007, ,FINISH,F
627,09/06/2008,48,119,17/06/2008,09/06/2007, ,FINISH,F
628,09/06/2008,48,97,09/06/2008,09/06/2007, ,FINISH,F
629,10/06/2008,45,94,10/06/2008,10/05/2008, ,FINISH,F
632,11/06/2008,45,111,10/06/2008,22/05/2008, ,FINISH,F
631,11/06/2008,43,119,23/06/2008,11/06/2007, ,FINISH,F
630,11/06/2008,43,124,23/06/2008,11/06/2007, ,FINISH,F
633,12/06/2008,46,117,01/10/2008,12/10/2007, ,FINISH,F
636,12/06/2008,47,121,09/07/2008,12/06/2007, ,FINISH,F
634,12/06/2008,47,124,18/06/2008,12/06/2007, ,FINISH,F
635,12/06/2008,47,119,18/06/2008,12/06/2007, ,FINISH,F
638,14/06/2008,44,124,03/06/2008,14/06/2007, ,FINISH,F
639,14/06/2008,44,119,03/06/2008,14/06/2007, ,FINISH,F
640,14/06/2008,44,116,03/06/2008,14/06/2007, ,FINISH,F
642,15/06/2008,42,119,05/06/2008,15/06/2007, ,FINISH,F
643,15/06/2008,42,124,05/06/2008,15/06/2007, ,FINISH,F
644,15/06/2008,42,94,03/06/2008,15/05/2008, ,FINISH,F
641,15/06/2008,42,123,05/06/2008,15/06/2007, ,FINISH,F
645,15/06/2008,50,111,13/06/2008,26/05/2008, ,FINISH,F
8776,05/05/2010,46,112,06/05/2010,05/02/2010, ,FINISH,F
646,15/06/2008,51,112,04/06/2008,15/03/2008, ,FINISH,F
648,16/06/2008,41,121,19/06/2008,16/06/2007, ,FINISH,F
647,16/06/2008,40,94,16/06/2008,16/05/2008, ,FINISH,F
649,16/06/2008,41,119,21/06/2008,16/06/2007, ,FINISH,F
651,17/06/2008,45,117,03/07/2008,17/10/2007, ,FINISH,F
652,17/06/2008,48,111,17/06/2008,28/05/2008, ,FINISH,F
650,17/06/2008,43,94,17/06/2008,17/05/2008, ,FINISH,F
658,18/06/2008,49,119,11/06/2008,18/06/2007, ,FINISH,F
657,18/06/2008,49,121,18/06/2008,18/06/2007, ,FINISH,F
656,18/06/2008,49,124,11/06/2008,18/06/2007, ,FINISH,F
654,18/06/2008,49,97,27/06/2008,18/06/2007, ,FINISH,F
655,18/06/2008,49,122,27/06/2008,18/06/2007, ,FINISH,F
659,18/06/2008,49,118,11/06/2008,18/10/2007, ,FINISH,F
653,18/06/2008,44,112,03/06/2008,18/03/2008, ,FINISH,F
662,19/06/2008,47,111,18/06/2008,30/05/2008, ,FINISH,F
661,19/06/2008,46,116,09/06/2008,19/06/2007, ,FINISH,F
660,19/06/2008,44,96,03/06/2008,19/09/2007, ,FINISH,F
663,19/06/2008,52,94,19/06/2008,19/05/2008, ,FINISH,F
664,20/06/2008,41,111,21/06/2008,31/05/2008, ,FINISH,F
665,20/06/2008,42,96,24/09/2008,20/09/2007, ,FINISH,F
666,20/06/2008,49,112,11/06/2008,20/03/2008, ,FINISH,F
669,21/06/2008,46,122,01/07/2008,21/06/2007, ,FINISH,F
670,21/06/2008,46,124,09/06/2008,21/06/2007, ,FINISH,F
127,21/06/2007,21,74,21/06/2007,09/06/2007, ,,F
128,03/07/2007,21,74,03/07/2007,21/06/2007, ,,F
129,15/07/2007,21,74,15/07/2007,03/07/2007, ,,F
130,27/07/2007,21,74,27/07/2007,15/07/2007, ,,F
131,08/08/2007,21,74,08/08/2007,27/07/2007, ,,F
132,20/08/2007,21,74,20/08/2007,08/08/2007, ,,F
133,01/09/2007,21,74,01/09/2007,20/08/2007, ,,F
134,13/09/2007,21,74,13/09/2007,01/09/2007, ,,F
135,25/09/2007,21,74,25/09/2007,13/09/2007, ,,F
136,07/10/2007,21,74,07/10/2007,25/09/2007, ,,F
137,19/10/2007,21,74,19/10/2007,07/10/2007, ,,F
138,31/10/2007,21,74,29/10/2007,19/10/2007, ,,F
139,10/11/2007,21,74,12/11/2007,31/10/2007, ,,F
140,24/11/2007,21,74,24/11/2007,12/11/2007, ,,F
141,06/12/2007,21,74,06/12/2007,24/11/2007, ,,F
142,18/12/2007,21,74,18/12/2007,06/12/2007, ,,F
143,30/12/2007,21,74,30/12/2007,18/12/2007, ,,F
144,11/01/2008,21,74,11/01/2008,30/12/2007, ,,F
145,23/01/2008,21,74,23/01/2008,11/01/2008, ,,F
146,04/02/2008,21,74,04/02/2008,23/01/2008, ,,F
147,16/02/2008,21,74,16/02/2008,04/02/2008, ,,F
148,28/02/2008,21,74,28/02/2008,16/02/2008, ,,F
692,15/06/2008,67,100,15/05/2008,01/05/2008,M/C STOP,,F
693,30/05/2008,67,100,30/05/2008,16/05/2008,M/C STOP,,F
696,01/06/2008,53,80,02/06/2008,02/05/2008, ,FINISH,F
695,01/06/2008,10,71,06/06/2008,20/05/2008, ,FINISH,F
694,01/06/2008,4,4,20/06/2008,01/09/2007, ,FINISH,F
697,02/06/2008,11,71,02/06/2008,21/05/2008, ,FINISH,F
699,02/06/2008,38,21,11/06/2008,02/05/2008, ,FINISH,F
698,02/06/2008,37,76,03/06/2008,13/05/2008, ,FINISH,F
705,03/06/2008,69,154,03/06/2008,19/05/2008, ,FINISH,F
703,03/06/2008,33,73,04/06/2008,19/05/2008, ,FINISH,F
702,03/06/2008,15,6,11/06/2008,03/03/2008, ,FINISH,F
704,03/06/2008,20,74,03/06/2008,22/05/2008, ,FINISH,F
706,03/06/2008,70,138,03/06/2008,19/05/2008, ,FINISH,F
701,03/06/2008,13,17,09/06/2008,19/04/2008, ,FINISH,F
700,03/06/2008,12,71,09/06/2008,22/05/2008, ,FINISH,F
712,26/06/2008,35,76,27/06/2008,15/05/2008, ,FINISH,F
708,04/06/2008,19,89,04/06/2008,20/05/2008, ,FINISH,F
149,11/03/2008,21,74,05/03/2008,28/02/2008, ,FINISH,F
150,17/03/2008,21,74,19/03/2008,11/03/2008, ,FINISH,F
153,31/03/2008,21,74,11/04/2008,23/03/2008, ,FINISH,F
158,03/03/2008,30,34,02/04/2008,03/09/2007, ,FINISH,F
159,01/04/2008,30,73,02/04/2008,17/03/2008, ,FINISH,F
163,04/04/2008,34,35,08/04/2008,04/01/2008, ,FINISH,F
162,04/04/2008,33,35,03/04/2008,04/01/2008, ,FINISH,F
161,04/04/2008,33,73,03/04/2008,20/03/2008, ,FINISH,F
160,04/04/2008,32,35,04/04/2008,04/01/2008, ,FINISH,F
165,05/04/2008,32,73,04/04/2008,21/03/2008, ,FINISH,F
164,05/04/2008,29,34,16/04/2008,05/10/2007, ,FINISH,F
166,08/04/2008,34,73,08/04/2008,24/03/2008, ,FINISH,F
168,12/04/2008,28,73,10/04/2008,28/03/2008, ,FINISH,F
167,12/04/2008,50,121,14/04/2008,12/04/2007, ,FINISH,F
173,13/04/2008,24,75,15/04/2008,01/04/2008, ,FINISH,F
171,13/04/2008,31,73,14/04/2008,29/03/2008, ,FINISH,F
172,13/04/2008,19,74,12/04/2008,01/04/2008, ,FINISH,F
181,14/04/2008,38,76,10/04/2008,25/03/2008, ,FINISH,F
571,14/05/2008,43,94,17/05/2008,14/04/2008, ,FINISH,F
573,15/05/2008,44,97,03/06/2008,15/05/2007, ,FINISH,F
572,15/05/2008,40,94,16/05/2008,15/04/2008, ,FINISH,F
574,16/05/2008,42,94,15/05/2008,16/04/2008, ,FINISH,F
